idproducto,nombre,unidad,imagen,descripcion,precio,categoria,catalogo
51674,Bulbo para pipeta,1,productos/13-002.png,El bulbo para pipeta esta diseñado para todos los tubos capilares. Estos mismos ayudan a expulsar la sangre de los tubos en el caso que se requiera. También son utilizados cuando se hacen tomas directas de tubos de 13 mm o 16 mm (directamente de un dedo o talón).,,,13
110520,"Tubos No-graduados, con tapa integrada","10,000",productos/14-001.png,"250uL (0.25mL), polietileno, no-autoclavable, 1000/bolsa, Máx. 30,000 RPM",,,14
110540,"Tubos No-graduados, con tapa integrada",1000,productos/14-001.png,"400uL (0.4mL), Tipo Beckman, polietileno, no-autoclavable, Máx. 12,000 RPM",,,14
110560,"Tubos No-graduados, con tapa integrada","10,000",productos/14-001.png,"600uL (0.6mL), polipropileno, 1000/bolsa, Máx. 30,000 RPM",,,14
111555,"Tubos No-graduados, con tapa integrada",5000,productos/14-001.png,"1.5mL, polipropileno, 500/bolsa, Máx. 26,000 RPM",,,14
110550,"Tubos graduados, con tapa integrada","1,000",productos/14-001.png,"500uL (0.5mL), Tipo Eppendorf , polipropileno, Máx. 18,000 RPM",,,14
111550,"Tubos graduados, con tapa integrada","1,000",productos/14-001.png,"600uL (0.6mL), polipropileno, Máx. 30,000 RPM",,,14
111558,"Tubos graduados, con tapa integrada","1,000",productos/14-001.png,"1.5mL, polipropileno, Máx. 26,000 RPM",,,14
111553A,"Tubos graduados, con tapa integrada","1,000",productos/14-001.png,"1.5mL, polipropileno, AMBAR, Máx. !8,000 RPM",,,14
111568,"Tubos graduados, con tapa integrada","1,000",productos/14-001.png,"2.0mL, polipropileno, fondo redondo, 1000/pkg, Máx. 18,000 RPM",,,14
111552,"Tubos graduados, con tapa integrada","1,000",productos/14-001.png,"2.0mL, polipropileno, 500/pkg, Máx. 18,000 RPM",,,14
111642,"Tubos graduados, sin tapa","1,000",productos/14-001.png,"1.5mL, polipropileno, Máx. 26,000 RPM",,,14
111620,"Tubos graduados, sin tapa","10,000",productos/14-001.png,"2.0mL, polipropileno, 1000/pkg, Máx. 25,000 RPM",,,14
111690,Tubo con fondo cónico,500,productos/14-005.png,"0.5mL tubo con o-anillo tapa, ESTERIL",,,14
111692,Tubo con fondo cónico,100,productos/14-005.png,0.5mL tubo no-estéril sin tapa,,,14
111710,Tubo con fondo cónico,500,productos/14-005.png,"1.5mL tubo con o-anillo tapa, ESTERIL ",,,14
111712,Tubo con fondo cónico,"1,000",productos/14-005.png,1.5mL tubo no-estéril sin tapa,,,14
111730,Tubo con fondo cónico,500,productos/14-005.png,"2.0mL tubo con o-anillo tapa, ESTERIL ",,,14
111732,Tubo con fondo cónico,"1,000",productos/14-005.png,2.0mL tubo no-estéril sin tapa ,,,14
111700,Tubo que se detiene solo,500,productos/14-003.png,"0.5mL tubo con o-anillo tapa, ESTERIL",,,14
111702,Tubo que se detiene solo,"1,000",productos/14-003.png,0.5mL tubo no-estéril sin tapa,,,14
111720,Tubo que se detiene solo,500,productos/14-004.png,"1.5mL tubo con o-anillo tapa, ESTERIL ",,,14
111722,Tubo que se detiene solo,"1,000",productos/14-004.png,1.5mL tubo no-estéril sin tapa,,,14
111740,Tubo que se detiene solo,500,productos/14-002.png,"2.0mL tubo con o-anillo tapa, ESTERIL",,,14
111742,Tubo que se detiene solo,"1,000",productos/14-002.png,2.0mL tubo no-estéril sin tapa,,,14
111671B,Tapas de rosca con O-Anillo,"1,000",,Azúl,,,14
111671C,Tapas de rosca con O-Anillo,"1,000",,Claro,,,14
111671G,Tapas de rosca con O-Anillo,"1,000",,Verde,,,14
111671R,Tapas de rosca con O-Anillo,"1,000",,Rojo,,,14
111671Y,Tapas de rosca con O-Anillo,"1,000",,Amarillo,,,14
111672B,Tapas de rosca,"1,000",,Azúl,,,14
111672C,Tapas de rosca,"1,000",,Claro,,,14
111672G,Tapas de rosca,"1,000",,Verde,,,14
111672R,Tapas de rosca,"1,000",,Rojo,,,14
111672Y,Tapas de rosca,"1,000",,Amarillo,,,14
118011,11 x 70mm - RIA VIAL,"1,000",productos/15-001.png,"11 x 70mm (3mL capacity), polystyrene (PS)",,,15
15-112430,11 x 70mm - RIA VIAL,"1,000",productos/15-001.png,"11mm plug cap, polyethylene (PE), natural ",,,15
117011,12 x 55mm,"1,000",productos/15-001.png,"12 x 55mm (3mL capacity), polystyrene (PS)",,,15
118127C,12 x 55mm,"1,000",productos/15-001.png,"12mm flanged plug cap, polyethylene (PE), natural (colors available)",,,15
110410,12 x 75mm,"1,000",productos/15-002.png,"12 x 75mm (5mL capacity), polystyrene (PS), 1000/bag",,,15
110416,12 x 75mm,"1,000",productos/15-002.png,"12 x 75mm (5mL capacity), polystyrene (PS), 1000/box ",,,15
110412,12 x 75mm,"2,000",productos/15-002.png,"12 x 75mm (5mL capacity), polystyrene (PS), 250/bag ",,,15
110413,12 x 75mm,"1,000",productos/15-002.png,"12 x 75mm (5mL capacity), polystyrene (PS), 250/oriented box",,,15
110410G,12 x 75mm,"5,000",productos/15-002.png,"12 x 75mm (5mL capacity), polystyrene (PS), graduated ",,,15
110441,12 x 75mm,"1,000",productos/15-002.png,"12 x 75mm (5mL capacity), polypropylene (PP), natural, 1000/bag",,,15
110441B,12 x 75mm,"1,000",productos/15-002.png,"12 x 75mm (5mL capacity), polypropylene (PP), blue, 1000/bag ",,,15
110441G,12 x 75mm,"1,000",productos/15-002.png,"12 x 75mm (5mL capacity), polypropylene (PP), green, 1000/bag",,,15
110441R,12 x 75mm,"1,000",productos/15-002.png,"12 x 75mm (5mL capacity), polypropylene (PP), red, 1000/bag ",,,15
110441Y,12 x 75mm,"1,000",productos/15-002.png,"12 x 75mm (5mL capacity), polypropylene (PP), yellow, 1000/bag",,,15
110446,12 x 75mm,"1,000",productos/15-002.png,"12 x 75mm (5mL capacity), polypropylene (PP), natural, 1000/box",,,15
110442,12 x 75mm,"2,000",productos/15-002.png,"12 x 75mm (5mL capacity), polypropylene (PP), natural, 250/bag ",,,15
110443,12 x 75mm,"1,000",productos/15-002.png,"12 x 75mm (5mL capacity), polypropylene (PP), natural, 250/oriented box",,,15
110405,12 x 75mm,"1,000",productos/15-002.png,"12 x 75mm (5mL capacity), polystyrene (PS), with dual position cap, unassembled",,,15
110428,12 x 75mm,"1,000",productos/15-002.png,"12 x 75mm (5mL capacity), polystyrene (PS), with attached dual position cap, STERILE, 25/bag",,,15
110406,12 x 75mm,"1,000",productos/15-002.png,"12 x 75mm (5mL capacity), polypropylene(PP), with dual position cap, unassembled",,,15
110438,12 x 75mm,"1,000",productos/15-002.png,"12 x 75mm (5mL capacity), polypropylene(PP), with attached dual position cap, STERILE, 25/bag",,,15
110414,12 x 75mm,"1,000",productos/15-002.png,"12 x 75mm (5mL capacity), polystyrene (PS), conical bottom, 250/pack",,,15
110444,12 x 75mm,"1,000",productos/15-002.png,"12 x 75mm (5mL capacity), polypropylene (PP), conical bottom, 250/pack ",,,15
118127C,12 x 75mm,"1,000",productos/15-002.png,"12mm flanged plug cap, polyethylene (PE), natural (colors available) ",,,15
118139C,12 x 75mm,"1,000",productos/15-002.png,"12mm plug cap, polyethylene (PE), natural (colors available) ",,,15
118120,12 x 75mm,"1,000",productos/15-002.png,"12mm dual position cap, polyethylene (LDPE), natural ",,,15
110470,13 x 75mm,"1,000",productos/15-002.png,"13 x 75mm (5mL volume), polystyrene (PS) ",,,15
110471,13 x 75mm,"1,000",productos/15-002.png,"13 x 75mm (5mL volume), polypropylene (PP) ",,,15
118240C,13 x 75mm,"1,000",productos/15-002.png,"13mm flanged plug cap, polyethylene (PE), natural (colors available)",,,15
110415,13 x 100mm,"1,000",productos/15-002.png,"13 x 100mm (8mL volume), polystyrene (PS)",,,15
110445,13 x 100mm,"1,000",productos/15-002.png,"13 x 100mm (8mL volume), polypropylene (PP) ",,,15
118240C,13 x 100mm,"1,000",productos/15-002.png,"13mm flanged plug cap, polyethylene (PE), natural (colors available) ",,,15
119010,16 x 75mm,"2,500",productos/15-002.png,"16 x 75mm (8mL volume), polystyrene (PS), with rim",,,15
119040,16 x 75mm,"2,500",productos/15-002.png,"16 x 75mm (8mL volume), polypropylene (PP), with rim ",,,15
119040A,16 x 75mm,"1,000",productos/15-002.png,"16 x 75mm (8mL volume), polypropylene (PP), no rim ",,,15
116152C,16 x 75mm,"1,000",productos/15-002.png,"16mm flanged plug cap, polyethylene (PE), natural (colors available) ",,,15
111010,16 x 100mm,"2,000",productos/15-002.png,"16 x 100mm (12mL volume), polystyrene (PS), graduated, with rim",,,15
111040,16 x 100mm,"2,000",productos/15-002.png,"16 x 100mm (12mL volume), polypropylene (PP), graduated, with rim ",,,15
111012,16 x 100mm,"2,000",productos/15-002.png,"16 x 100mm (12mL volume), polystyrene (PS), no rim ",,,15
111041,16 x 100mm,"2,000",productos/15-002.png,"16 x 100mm (12mL volume), polypropylene (PP), no rim",,,15
116152C,16 x 100mm,1000,productos/15-002.png,"16mm flanged plug cap, polyethylene (PE), natural (colors available) ",,,15
1101115,16 x 125mm,"1,000",productos/15-002.png,"12 x 86mm (19mL volume), polystyrene (PS",,,15
110125,16 x 125mm,"1,000",productos/15-002.png,"12 x 86mm (19mL volume), polypropylene (PP)",,,15
116152C,16 x 125mm,"1,000",productos/15-002.png,"16mm flanged plug cap, polyethylene (PE), natural (colors available)",,,15
110110,16 x 150mm,"1,000",productos/15-002.png,"16 x 150mm (20mL volume), polystyrene (PS) ",,,15
116152C,16 x 150mm,"1,000",productos/15-002.png,"16 mm flanged plug cap, polyethylene (PE), natural (colors available) ",,,15
110180,17 x 100mm,"1,000",productos/15-002.png,"17 x 100mm (16mL volume), polystyrene (PS) ",,,15
110184,17 x 100mm,"1,000",productos/15-002.png,"17 x100mm (16mL volume), polypropylene (PP) ",,,15
118118,17 x 100mm,"1,000",productos/15-002.png,"17mm dual position cap, polyethylene (LDPE), natural ",,,15
116160,17 x 100mm,"1,000",productos/15-002.png,"17mm plug cap, polyethylene (PE), white",,,15
3002,Cryogenic Vials,"1,000",,"2.0mL Cryovial™, 12.5 x 48mm, with o-ring & internal threads,printed graduations, self-standing, STERILE, 50/bag",,,15
110413,12 x 75mm,"1,000",,"12 x 75mm culture tube, polystyrene (PS), 250/oriented box",,,15
110428,13 x 75mm,500,,"12 x 75mm culture tube, polystyrene (PS), with dual position cap, STERILE, 25/bag",,,15
110443,14 x 75mm,1000,,"12 x 75mm culture tube, polypropylene (PP), 250/oriented box",,,15
110438,15 x 75mm,500,,"12 x 75mm culture tube, polypropylene (PP), with dual position cap, STERILE, 25/bag ",,,15
110158,17 x 100mm,500,,"17 x 100mm culture tube, polystyrene (PS), with dual position cap, STERILE, molded graduations, 25/bag",,,15
110178,17 x 100mm,500,,"17 x 100mm culture tube, polypropylene (PP), with dual position cap, STERILE, molded graduations, 25/bag",,,15
101010,Scintillation Vials,"1,000",productos/15-003.png,"20mL scintillation vial with screw cap, polyethylene (PE) tube, polypropylene (PP) cap",,,15
101020,Scintillation Vials,"1,000",productos/15-003.png,"6.5mL scintillation vial with screw cap, polyethylene (PE) tube, polypropylene (PP) cap ",,,15
101030,Scintillation Vials,"2,000",productos/15-003.png,"4mL scintillation vial with screw cap, polyethylene (PE) tube and screwcap ",,,15
6150,Screw Cap Test Tubes,"1,000",productos/15-004.png,"16 x 100mm (10mL capacity), polystyrene (PS",,,15
6180,Screw Cap Test Tubes,"1,000",productos/15-004.png,"16 x 100mm (10mL capacity), polypropylene (PP)",,,15
6155,Screw Cap Test Tubes,"1,000",productos/15-004.png,"16 x 120mm (16mL capacity), polystyrene (PS) ",,,15
6160,Screw Cap Test Tubes,500,productos/15-004.png,"16 x 150mm (20mL capacity), polystyrene (PS) ",,,15
6030,Non-Graduted,"1,000",productos/15-005.png,"1.2mL, polypropylene (PP), self-standing",,,15
6031,Non-Graduted,"1,000",productos/15-005.png,"2.0mL, polypropylene (PP), round bottom",,,15
6032,Non-Graduted,"1,000",productos/15-005.png,"2.0mL, polypropylene (PP), self-standing",,,15
6033,Non-Graduted,"1,000",productos/15-005.png,"3.0mL, polypropylene (PP), self-standing ",,,15
6034,Non-Graduted,"1,000",productos/15-005.png,"4.0mL, polypropylene (PP), round bottom ",,,15
6035,Non-Graduted,"1,000",productos/15-005.png,"4.0mL, polypropylene (PP), self-standing",,,15
6038,Non-Graduted,"1,000",productos/15-005.png,"5.0mL, polypropylene (PP), round bottom",,,15
6039,Non-Graduted,"1,000",productos/15-005.png,"5.0mL, polypropylene (PP), self-standing",,,15
6050,Graduated with white writing area,"1,000",productos/15-006.png,"1.2mL, polypropylene (PP), self-standing",,,15
6051,Graduated with white writing area,"1,000",productos/15-006.png,"2.0mL, polypropylene (PP), round bottom",,,15
6052,Graduated with white writing area,"1,000",productos/15-006.png,"2.0mL, polypropylene (PP), self-standing",,,15
6053,Graduated with white writing area,"1,000",productos/15-006.png,"3.0mL, polypropylene (PP), self-standing ",,,15
6054,Graduated with white writing area,"1,000",productos/15-006.png,"4.0mL, polypropylene (PP), round bottom ",,,15
6055,Graduated with white writing area,"1,000",productos/15-006.png,"4.0mL, polypropylene (PP), self-standing",,,15
6058,Graduated with white writing area,"1,000",productos/15-006.png,"5.0mL, polypropylene (PP), round bottom",,,15
6059,Graduated with white writing area,"1,000",productos/15-006.png,"5.0mL, polypropylene (PP), self-standing",,,15
6136,"Screw Caps, Polypropylene (PP)","1,000",productos/15-007.png,"Screw cap,  natural",,,15
6137,"Screw Caps, Polypropylene (PP)","1,000",productos/15-007.png,"Screw cap with O-Ring, natural",,,15
6101,5ml Polypropylene - Self-standing with screw cap,"1,000",productos/15-008.png,5mL transport tube with screw cap (Screw cap packaged separately),,,15
6101C,5ml Polypropylene - Self-standing with screw cap,"1,000",productos/15-008.png,5mL transport tube with attached screw cap ,,,15
6101S,5ml Polypropylene - Self-standing with screw cap,500,productos/15-008.png,"5mL transport tube with attached screw cap, STERILE ",,,15
181019,5ml Polypropylene - Self-standing with screw cap,50,productos/15-008.png,"5mL transport tube with attached screw cap, STERILE ",,,15
6102,10ml Polypropylene - Self-standing with screw cap,"1,000",productos/15-008.png,10mL transport tube with screw cap (Screw cap packaged separately) ,,,15
6102AM,10ml Polypropylene - Self-standing with screw cap,"1,000",productos/15-008.png,Amber colored 10mL transport tube with screw cap (packaged separately),,,15
6102C,10ml Polypropylene - Self-standing with screw cap,"1,000",productos/15-008.png,10mL transport tube with attached screw cap,,,15
6102S,10ml Polypropylene - Self-standing with screw cap,500,productos/15-008.png,"10mL transport tube with attached screw cap, STERILE ",,,15
181019,10ml Polypropylene - Self-standing with screw cap,50,productos/15-008.png,"Cardboard rack, 10-place for holding 10mL transport tubes",,,15
109217,30ml - Self-standing with screw cap,500,productos/15-009.png,"30ml, polystyrene (PS)",,,15
109220,30ml - Self-standing with screw cap,500,productos/15-009.png,"30ml, polypropylene (PP)",,,15
109117,30ml Self-standing with screw cap and spoon,500,productos/15-010.png,"30mL with spoon, polystyrene (PS) ",,,
109120,30ml Self-standing with screw cap and spoon,500,productos/15-010.png,"30mL with spoon, polypropylene (PP)",,,
6255,50ml Polypropylene - Self-stnading with screw cap,500,productos/15-011.png,"50mL polypropylene, non-sterile, bulk",,,15
6256,50ml Polypropylene - Self-stnading with screw cap,500,productos/15-011.png,"50mL polypropylene, STERILE, bulk ",,,15
114010,Vial/Flat-bottom tubes,"1,000",,"12 x 57mm (3mL capacity), graduated, polystyrene (PS)",,,15
114040,Vial/Flat-bottom tubes,"5,000",,"12 x 57mm (3mL capacity), graduated, polypropylene (PP)",,,15
115010,Vial/Flat-bottom tubes,"4,000",,"16 x 58mm (5mL capacity), graduated, polystyrene (PS)",,,15
115040,Vial/Flat-bottom tubes,"4,000",,"16 x 58mm (5mL capacity), graduated, polypropylene (PP) ",,,15
115055,Vial/Flat-bottom tubes,"1,000",,"16 x 95mm (12mL capacity), polystyrene (PS) ",,,15
115060,Vial/Flat-bottom tubes,"1,000",,"16 x 95mm (12mL capacity), polypropylene (PP)",,,15
118127C,Vial/Flat-bottom tubes,"1,000",,"12mm flanged plug cap, polyethylene (PE), natural (colors available) ",,,15
116152C,Vial/Flat-bottom tubes,"1,000",,"16mm flanged plug cap, polyethylene (PE), natural (colors available)",,,15
112430,11mm,"1,000",,"11mm plug stopper, polyethylene (PE), natural ",,,15
118120,12mm,"1,000",,"Dual position cap for 12mm tubes, polyethylene (LDPE), natural",,,15
118127C,12mm,"1,000",productos/15-012.png,"12mm flanged plug cap, polyethylene (PE), natural ",,,15
118127B,12mm,"1,000",productos/15-012.png,"12mm flanged plug cap, polyethylene (PE), blue",,,15
118127G,12mm,"1,000",productos/15-012.png,"12mm flanged plug cap, polyethylene (PE), green",,,15
118127R,12mm,"1,000",productos/15-012.png,"12mm flanged plug cap, polyethylene (PE), red ",,,15
118127Y,12mm,"1,000",productos/15-012.png,"12mm flanged plug cap, polyethylene (PE), yellow",,,15
118139C,12mm,"1,000",productos/15-013.png,"12mm plug cap, polyethylene (PE), natural ",,,15
118139B,12mm,"1,000",productos/15-013.png,"12mm plug cap, polyethylene (PE), blue ",,,15
118139G,12mm,"1,000",productos/15-013.png,"12mm plug cap, polyethylene (PE), green",,,15
118139R,12mm,"1,000",productos/15-013.png,"12mm plug cap, polyethylene (PE), red ",,,15
118139Y,12mm,"1,000",productos/15-013.png,"12mm plug cap, polyethylene (PE), yellow",,,15
118240C,13mm,"1,000",productos/15-012.png,"13mm flanged plug cap, polyethylene (PE), natura",,,15
118240B,13mm,"1,000",productos/15-012.png,"13mm flanged plug cap, polyethylene (PE), blue",,,15
118240G,13mm,"1,000",productos/15-012.png,"13mm flanged plug cap, polyethylene (PE), green ",,,15
118240R,13mm,"1,000",productos/15-012.png,"13mm flanged plug cap, polyethylene (PE), red",,,15
118240Y,13mm,"1,000",productos/15-012.png,"13mm flanged plug cap, polyethylene (PE), yellow ",,,15
116152C,16mm,"1,000",productos/15-012.png,"16mm flanged plug cap, polyethylene (PE), natural",,,15
116152B,16mm,"1,000",productos/15-012.png,"16mm flanged plug cap, polyethylene (PE), blue",,,15
116152G ,16mm,"1,000",productos/15-012.png,"16mm flanged plug cap, polyethylene (PE), green ",,,15
116152R ,16mm,"1,000",productos/15-012.png,"16mm flanged plug cap, polyethylene (PE), red",,,15
116152Y,16mm,"1,000",productos/15-012.png,"16mm flanged plug cap, polyethylene (PE), yellow",,,15
116142,16mm,"1,000",productos/15-012.png,"16mm plug cap, polyethylene (PE), white ",,,15
118118,17mm,"1,000",,"Dual position cap for 17mm tubes, polyethylene (LDPE), natural",,,15
116160,17mm,"1,000",,"17mm plug cap, polyethylene (PE), white ",,,15
5529,Universal Fit,"1,000",productos/15-014.png,"Universal cap, polyethylene (PE), light blue, fits most 10, 12, 13 &16mm tubes ",,,15
112018R,Uri-Pak Urine Collection Systems,500,productos/16-001.png,"Uri-PakTM Kit with 12mL tube (#112017), blue caps, cups, labels & rack",,,16
112018,Uri-Pak Urine Collection Systems,500,productos/16-001.png,"Uri-PakTM Kit with 12mL tube (#112017), blue caps, cups & labels",,,16
112019R,Uri-Pak Urine Collection Systems,500,productos/16-001.png,"Uri-PakTM Kit with 12mL tube (#112017), yellow caps, cups, labels & rack ",,,16
112019,Uri-Pak Urine Collection Systems,500,productos/16-001.png,"Uri-PakTM Kit with 12mL tube (#112017), yellow caps, cups & labels ",,,16
112028R,Uri-Pak Urine Collection Systems,500,productos/16-001.png,"Uri-PakTM Kit with 12mL Kova®-Type tube (#112015), yellow caps, cups, labels & rack",,,16
112028,Uri-Pak Urine Collection Systems,500,productos/16-001.png,"Uri-PakTM Kit with 12mL Kova®-Type tube (#112015), yellow caps, cups & labels",,,16
112029R,Uri-Pak Urine Collection Systems,500,productos/16-001.png,"Uri-PakTM Kit with 12mL Kova®-Type tube (#112015), blue caps, cups, labels & rack ",,,16
112029,Uri-Pak Urine Collection Systems,500,productos/16-001.png,"Uri-PakTM Kit with 12mL Kova®-Type tube (#112015), blue caps, cups & labels",,,16
112038R,Uri-Pak Urine Collection Systems,500,productos/16-001.png,"Uri-PakTM Kit with special design 12mL tube (#112030), blue caps, cups, labels, & rack",,,16
112038,Uri-Pak Urine Collection Systems,500,productos/16-001.png,"Uri-PakTM Kit with special design 12mL tube (#112030), blue caps, cups & labels",,,16
112039R,Uri-Pak Urine Collection Systems,500,productos/16-001.png,"Uri-PakTM Kit with special design 12mL tube (#112030), yellow caps, cups, labels, & rack ",,,16
112039,Uri-Pak Urine Collection Systems,500,productos/16-001.png,"Uri-PakTM Kit with special design 12mL tube (#112030), yellow caps, cups & labels ",,,16
112013,Uri-Pak Urine Collection Systems,500,productos/16-001.png,"Uri-PakTM Kit with12mL conical tube (#112010), plug stopper, cups & labels ",,,16
112017,"Urine Centrifuge Tubes, Polystyrene (PS)","1,500",,"12mL urine tube, graduated, flared opening, 3 x 500/case",,,16
112030,"Urine Centrifuge Tubes, Polystyrene (PS)","1,500",,"12mL urine tube with sediment bulb, graduated, flared opening, 3 x 500/case ",,,16
112015,"Urine Centrifuge Tubes, Polystyrene (PS)","2,000",,"12mL urine tube (Kova®-Type), graduated, flared opening, 2 x 1000/case ",,,16
112010,"Urine Centrifuge Tubes, Polystyrene (PS)","2,000",,"12mL (16 x100mm), conical bottom, graduated, polystyrene (PS) ",,,16
113136,Caps,"1,500",,"Snap-cap, blue, 3 x 500/case",,,16
113137,Caps,"1,500",,"Snap-cap with sanitary grip, yellow, 3 x 500/case ",,,16
116142,Caps,"1,000",,"Plug stopper, white, for #112010, 1000/pack ",,,16
112192,Accesories,"2,000",,"Patient identification labels, 25/sheet",,,16
181019,Accesories,50,,"Disposable test tube rack, 10-place, cardboard ",,,16
6207,Accesories,"2,500",,3.5 oz. plastic specimen cups ,,,16
5912,4 oz (120ml),100,productos/16-002.png,"4 oz urine container, with label, individually wrapped, STERILE",,,16
5910,4 oz (120ml),200,productos/16-002.png,"4 oz urine container, with label, individually wrapped, STERILE",,,16
5915,4 oz (120ml),500,productos/16-002.png,"4 oz urine container, non-sterile",,,16
5914,4 oz (120ml),100,productos/16-002.png,"4 oz urine container, non-sterile",,,16
5916,4 oz (120ml),500,productos/16-002.png,"4 oz urine container, non-sterile4 oz urine container, non-sterile",,,16
6207,3.5oz Collection Cup (No Lid),"2,500",productos/16-003.png,"3.5 ounce plastic flexible cup, 100/pk ",,,16
5920,6.5oz Collection Cup (No Lid),500,productos/16-004.png,6.5 oz collection container,,,16
5926,6.5oz Collection Cup (No Lid),500,productos/16-004.png,6.5 oz collection container with attached thermometer strip,,,16
5929,6.5oz Collection Cup (No Lid),500,productos/16-004.png,Paper lid for 6.5 oz containers ,,,16
6518,"Non-Sterile, Bulk Packaging","1,000",productos/16-005.png,20mL container,,,16
6520,"Non-Sterile, Bulk Packaging",600,productos/16-005.png,40mL container ,,,16
6522,"Non-Sterile, Bulk Packaging",500,productos/16-005.png,60mL container ,,,16
6524,"Non-Sterile, Bulk Packaging",400,productos/16-005.png,90mL container ,,,16
6525,"Non-Sterile, Bulk Packaging",400,productos/16-005.png,90mL container ,,,16
6527,"Non-Sterile, Bulk Packaging",300,productos/16-005.png,120mL container ,,,16
6540,"Non-Sterile, Bulk Packaging",100,productos/16-005.png,250mL container ,,,16
6542,"Non-Sterile, Bulk Packaging",100,productos/16-005.png,500mL container ,,,16
6545,"Non-Sterile, Bulk Packaging",100,productos/16-005.png,1000mL container,,,16
6523,For Urine Collection and Transport,500,,"60mL container with label, STERILE",,,16
6219,For Urine Collection and Transport,400,,"90mL (48mm) container with label & attached screwcap, NON-STERILE ",,,16
6220,For Urine Collection and Transport,400,,"90mL (48mm) container, with tab label over cap, STERILE",,,16
6528,For Urine Collection and Transport,300,,"120mL (53mm) container, with label, STERILE",,,16
6529,For Urine Collection and Transport,100,,"120mL (53mm) container, individually wrapped, STERILE ",,,16
112017,12ml Flared-Top Urine Centrifuge Tubes,"1,500",productos/16-006.png,"12mL polystyrene (PS), graduated, Ames-Type ",,,16
112015,12ml Flared-Top Urine Centrifuge Tubes,"1,500",productos/16-006.png,"12mL polystyrene (PS), graduated, Kova-Type ",,,16
112030,12ml Flared-Top Urine Centrifuge Tubes,"1,500",productos/16-006.png,"12mL polystyrene (PS) with sediment bulb, graduated, Whale-Type",,,16
113136,12ml Flared-Top Urine Centrifuge Tubes,"1,500",productos/16-006.png,Snap cap (blue) for 12mL flared-top tubes,,,16
113137,12ml Flared-Top Urine Centrifuge Tubes,"1,500",productos/16-006.png,Snap cap (yellow) with sanitary grip for 12mL flared-top tubes,,,16
112010,12ml Urine Centrifuge Tubes,"2,000",productos/16-007.png,"12mL (16 x100mm), conical bottom, graduated, polystyrene (PS) ",,,16
112010-500,12ml Urine Centrifuge Tubes,500,productos/16-007.png,"12mL (16 x100mm), conical bottom, graduated, polystyrene (PS) ",,,16
112040,12ml Urine Centrifuge Tubes,"2,000",productos/16-007.png,"12mL (16 x100mm), conical bottom, graduated, polypropylene (PP) ",,,16
112040-500,12ml Urine Centrifuge Tubes,500,productos/16-007.png,"12mL (16 x100mm), conical bottom, graduated, polypropylene (PP) ",,,16
116142,12ml Urine Centrifuge Tubes,"1,000",productos/16-007.png,"16mm plug stopper, white ",,,16
116152,12ml Urine Centrifuge Tubes,"1,000",productos/16-007.png,"16mm flanged plug stopper, natural",,,16
6260,15ml Urine Centrifuge Tubes,"1,000",productos/16-008.png,"15mL polystyrene, 4 x 250/case",,,16
6265,15ml Urine Centrifuge Tubes,"1,000",productos/16-008.png,"15mL polystyrene, 100/dispenser box, 10 boxes/case ",,,16
6261,15ml Urine Centrifuge Tubes,"1,000",productos/16-008.png,"15mL polypropylene, 4 x 250/case",,,16
6266,15ml Urine Centrifuge Tubes,"1,000",productos/16-008.png,"15mL polypropylene, 100/dispenser box, 10 boxes/case ",,,16
6263B,15ml Urine Centrifuge Tubes,"1,000",productos/16-008.png,Plug cap for 15mL tubes ,,,16
3825,Quick-Prep™ Urinalysis Kit,"1,000",productos/16-009.png,"Quick-Prep urinalysis kit, tube and pipette ",,,16
3826,Quick-Prep™ Urinalysis Kit,"3,000",productos/16-009.png,Transfer pipette only,,,16
112010,Quick-Prep™ Urinalysis Kit,"2,000",productos/16-009.png,Urine Tube only ,,,16
6101,5ml Polypropylene - Self-standing with screw cap,"1,000",productos/16-010.png,5mL transport tube with screw cap (Screw cap packaged separately),,,16
6101C,5ml Polypropylene - Self-standing with screw cap,"1,000",productos/16-010.png,5mL transport tube with attached screw cap,,,16
6101S,5ml Polypropylene - Self-standing with screw cap,500,productos/16-010.png,"5mL transport tube with attached screw cap, STERILE",,,16
181019,5ml Polypropylene - Self-standing with screw cap,50,productos/16-010.png,"Cardboard rack, 10-place for holding 5mL transport tubes ",,,16
6102,10ml Polypropylene - Self-standing with screw cap,"1,000",productos/16-011.png,10mL transport tube with screw cap (Screw cap packaged separately) ,,,16
6102AM,10ml Polypropylene - Self-standing with screw cap,"1,000",productos/16-011.png,Amber colored 10mL transport tube with screw cap (packaged separately) ,,,16
6102C,10ml Polypropylene - Self-standing with screw cap,"1,000",productos/16-011.png,10mL transport tube with attached screw cap,,,16
6102S,10ml Polypropylene - Self-standing with screw cap,500,productos/16-011.png,"10mL transport tube with attached screw cap, STERILE ",,,16
181019,10ml Polypropylene - Self-standing with screw cap,50,productos/16-011.png,"Cardboard rack, 10-place for holding 10mL transport tubes",,,16
109217,30ml - Self-standing with screw cap,500,productos/16-012.png,"30mL, polystyrene (PS)",,,16
109220,30ml - Self-standing with screw cap,500,productos/16-012.png,"30mL, polypropylene (PP)",,,16
109117,30ml Self-standing with screw cap and spoon,500,productos/16-013.png,"30mL with spoon, polystyrene (PS)",,,16
109120,30ml Self-standing with screw cap and spoon,500,productos/16-013.png,"30mL with spoon, polypropylene (PP)",,,16
